vds,vgs,W,VTO,TOX,L,Ids
0,1,0.01,1,1.00E-07,1.00E-07,0
0,1,0.01,1,1.00E-07,2.00E-07,0
0,1,0.01,1,1.00E-07,3.00E-07,0
0,1,0.01,1,1.00E-07,4.00E-07,0
0,1,0.01,1,1.00E-07,5.00E-07,0
0,1,0.01,1.5,1.00E-07,1.00E-07,0
0,1,0.01,1.5,1.00E-07,2.00E-07,0
0,1,0.01,1.5,1.00E-07,3.00E-07,0
0,1,0.01,1.5,1.00E-07,4.00E-07,0
0,1,0.01,1.5,1.00E-07,5.00E-07,0
0,1,0.01,2,1.00E-07,1.00E-07,0
0,1,0.01,2,1.00E-07,2.00E-07,0
0,1,0.01,2,1.00E-07,3.00E-07,0
0,1,0.01,2,1.00E-07,4.00E-07,0
0,1,0.01,2,1.00E-07,5.00E-07,0
0,1,0.02,1,1.00E-07,1.00E-07,0
0,1,0.02,1,1.00E-07,2.00E-07,0
0,1,0.02,1,1.00E-07,3.00E-07,0
0,1,0.02,1,1.00E-07,4.00E-07,0
0,1,0.02,1,1.00E-07,5.00E-07,0
0,1,0.02,1.5,1.00E-07,1.00E-07,0
0,1,0.02,1.5,1.00E-07,2.00E-07,0
0,1,0.02,1.5,1.00E-07,3.00E-07,0
0,1,0.02,1.5,1.00E-07,4.00E-07,0
0,1,0.02,1.5,1.00E-07,5.00E-07,0
0,1,0.02,2,1.00E-07,1.00E-07,0
0,1,0.02,2,1.00E-07,2.00E-07,0
0,1,0.02,2,1.00E-07,3.00E-07,0
0,1,0.02,2,1.00E-07,4.00E-07,0
0,1,0.02,2,1.00E-07,5.00E-07,0
0,1,0.03,1,1.00E-07,1.00E-07,0
0,1,0.03,1,1.00E-07,2.00E-07,0
0,1,0.03,1,1.00E-07,3.00E-07,0
0,1,0.03,1,1.00E-07,4.00E-07,0
0,1,0.03,1,1.00E-07,5.00E-07,0
0,1,0.03,1.5,1.00E-07,1.00E-07,0
0,1,0.03,1.5,1.00E-07,2.00E-07,0
0,1,0.03,1.5,1.00E-07,3.00E-07,0
0,1,0.03,1.5,1.00E-07,4.00E-07,0
0,1,0.03,1.5,1.00E-07,5.00E-07,0
0,1,0.03,2,1.00E-07,1.00E-07,0
0,1,0.03,2,1.00E-07,2.00E-07,0
0,1,0.03,2,1.00E-07,3.00E-07,0
0,1,0.03,2,1.00E-07,4.00E-07,0
0,1,0.03,2,1.00E-07,5.00E-07,0
0,2,0.01,1,1.00E-07,1.00E-07,0
0,2,0.01,1,1.00E-07,2.00E-07,0
0,2,0.01,1,1.00E-07,3.00E-07,0
0,2,0.01,1,1.00E-07,4.00E-07,0
0,2,0.01,1,1.00E-07,5.00E-07,0
0,2,0.01,1.5,1.00E-07,1.00E-07,0
0,2,0.01,1.5,1.00E-07,2.00E-07,0
0,2,0.01,1.5,1.00E-07,3.00E-07,0
0,2,0.01,1.5,1.00E-07,4.00E-07,0
0,2,0.01,1.5,1.00E-07,5.00E-07,0
0,2,0.01,2,1.00E-07,1.00E-07,0
0,2,0.01,2,1.00E-07,2.00E-07,0
0,2,0.01,2,1.00E-07,3.00E-07,0
0,2,0.01,2,1.00E-07,4.00E-07,0
0,2,0.01,2,1.00E-07,5.00E-07,0
0,2,0.02,1,1.00E-07,1.00E-07,0
0,2,0.02,1,1.00E-07,2.00E-07,0
0,2,0.02,1,1.00E-07,3.00E-07,0
0,2,0.02,1,1.00E-07,4.00E-07,0
0,2,0.02,1,1.00E-07,5.00E-07,0
0,2,0.02,1.5,1.00E-07,1.00E-07,0
0,2,0.02,1.5,1.00E-07,2.00E-07,0
0,2,0.02,1.5,1.00E-07,3.00E-07,0
0,2,0.02,1.5,1.00E-07,4.00E-07,0
0,2,0.02,1.5,1.00E-07,5.00E-07,0
0,2,0.02,2,1.00E-07,1.00E-07,0
0,2,0.02,2,1.00E-07,2.00E-07,0
0,2,0.02,2,1.00E-07,3.00E-07,0
0,2,0.02,2,1.00E-07,4.00E-07,0
0,2,0.02,2,1.00E-07,5.00E-07,0
0,2,0.03,1,1.00E-07,1.00E-07,0
0,2,0.03,1,1.00E-07,2.00E-07,0
0,2,0.03,1,1.00E-07,3.00E-07,0
0,2,0.03,1,1.00E-07,4.00E-07,0
0,2,0.03,1,1.00E-07,5.00E-07,0
0,2,0.03,1.5,1.00E-07,1.00E-07,0
0,2,0.03,1.5,1.00E-07,2.00E-07,0
0,2,0.03,1.5,1.00E-07,3.00E-07,0
0,2,0.03,1.5,1.00E-07,4.00E-07,0
0,2,0.03,1.5,1.00E-07,5.00E-07,0
0,2,0.03,2,1.00E-07,1.00E-07,0
0,2,0.03,2,1.00E-07,2.00E-07,0
0,2,0.03,2,1.00E-07,3.00E-07,0
0,2,0.03,2,1.00E-07,4.00E-07,0
0,2,0.03,2,1.00E-07,5.00E-07,0
0,3,0.01,1,1.00E-07,1.00E-07,0
0,3,0.01,1,1.00E-07,2.00E-07,0
0,3,0.01,1,1.00E-07,3.00E-07,0
0,3,0.01,1,1.00E-07,4.00E-07,0
0,3,0.01,1,1.00E-07,5.00E-07,0
0,3,0.01,1.5,1.00E-07,1.00E-07,0
0,3,0.01,1.5,1.00E-07,2.00E-07,0
0,3,0.01,1.5,1.00E-07,3.00E-07,0
0,3,0.01,1.5,1.00E-07,4.00E-07,0
0,3,0.01,1.5,1.00E-07,5.00E-07,0
0,3,0.01,2,1.00E-07,1.00E-07,0
0,3,0.01,2,1.00E-07,2.00E-07,0
0,3,0.01,2,1.00E-07,3.00E-07,0
0,3,0.01,2,1.00E-07,4.00E-07,0
0,3,0.01,2,1.00E-07,5.00E-07,0
0,3,0.02,1,1.00E-07,1.00E-07,0
0,3,0.02,1,1.00E-07,2.00E-07,0
0,3,0.02,1,1.00E-07,3.00E-07,0
0,3,0.02,1,1.00E-07,4.00E-07,0
0,3,0.02,1,1.00E-07,5.00E-07,0
0,3,0.02,1.5,1.00E-07,1.00E-07,0
0,3,0.02,1.5,1.00E-07,2.00E-07,0
0,3,0.02,1.5,1.00E-07,3.00E-07,0
0,3,0.02,1.5,1.00E-07,4.00E-07,0
0,3,0.02,1.5,1.00E-07,5.00E-07,0
0,3,0.02,2,1.00E-07,1.00E-07,0
0,3,0.02,2,1.00E-07,2.00E-07,0
0,3,0.02,2,1.00E-07,3.00E-07,0
0,3,0.02,2,1.00E-07,4.00E-07,0
0,3,0.02,2,1.00E-07,5.00E-07,0
0,3,0.03,1,1.00E-07,1.00E-07,0
0,3,0.03,1,1.00E-07,2.00E-07,0
0,3,0.03,1,1.00E-07,3.00E-07,0
0,3,0.03,1,1.00E-07,4.00E-07,0
0,3,0.03,1,1.00E-07,5.00E-07,0
0,3,0.03,1.5,1.00E-07,1.00E-07,0
0,3,0.03,1.5,1.00E-07,2.00E-07,0
0,3,0.03,1.5,1.00E-07,3.00E-07,0
0,3,0.03,1.5,1.00E-07,4.00E-07,0
0,3,0.03,1.5,1.00E-07,5.00E-07,0
0,3,0.03,2,1.00E-07,1.00E-07,0
0,3,0.03,2,1.00E-07,2.00E-07,0
0,3,0.03,2,1.00E-07,3.00E-07,0
0,3,0.03,2,1.00E-07,4.00E-07,0
0,3,0.03,2,1.00E-07,5.00E-07,0
0,4,0.01,1,1.00E-07,1.00E-07,0
0,4,0.01,1,1.00E-07,2.00E-07,0
0,4,0.01,1,1.00E-07,3.00E-07,0
0,4,0.01,1,1.00E-07,4.00E-07,0
0,4,0.01,1,1.00E-07,5.00E-07,0
0,4,0.01,1.5,1.00E-07,1.00E-07,0
0,4,0.01,1.5,1.00E-07,2.00E-07,0
0,4,0.01,1.5,1.00E-07,3.00E-07,0
0,4,0.01,1.5,1.00E-07,4.00E-07,0
0,4,0.01,1.5,1.00E-07,5.00E-07,0
0,4,0.01,2,1.00E-07,1.00E-07,0
0,4,0.01,2,1.00E-07,2.00E-07,0
0,4,0.01,2,1.00E-07,3.00E-07,0
0,4,0.01,2,1.00E-07,4.00E-07,0
0,4,0.01,2,1.00E-07,5.00E-07,0
0,4,0.02,1,1.00E-07,1.00E-07,0
0,4,0.02,1,1.00E-07,2.00E-07,0
0,4,0.02,1,1.00E-07,3.00E-07,0
0,4,0.02,1,1.00E-07,4.00E-07,0
0,4,0.02,1,1.00E-07,5.00E-07,0
0,4,0.02,1.5,1.00E-07,1.00E-07,0
0,4,0.02,1.5,1.00E-07,2.00E-07,0
0,4,0.02,1.5,1.00E-07,3.00E-07,0
0,4,0.02,1.5,1.00E-07,4.00E-07,0
0,4,0.02,1.5,1.00E-07,5.00E-07,0
0,4,0.02,2,1.00E-07,1.00E-07,0
0,4,0.02,2,1.00E-07,2.00E-07,0
0,4,0.02,2,1.00E-07,3.00E-07,0
0,4,0.02,2,1.00E-07,4.00E-07,0
0,4,0.02,2,1.00E-07,5.00E-07,0
0,4,0.03,1,1.00E-07,1.00E-07,0
0,4,0.03,1,1.00E-07,2.00E-07,0
0,4,0.03,1,1.00E-07,3.00E-07,0
0,4,0.03,1,1.00E-07,4.00E-07,0
0,4,0.03,1,1.00E-07,5.00E-07,0
0,4,0.03,1.5,1.00E-07,1.00E-07,0
0,4,0.03,1.5,1.00E-07,2.00E-07,0
0,4,0.03,1.5,1.00E-07,3.00E-07,0
0,4,0.03,1.5,1.00E-07,4.00E-07,0
0,4,0.03,1.5,1.00E-07,5.00E-07,0
0,4,0.03,2,1.00E-07,1.00E-07,0
0,4,0.03,2,1.00E-07,2.00E-07,0
0,4,0.03,2,1.00E-07,3.00E-07,0
0,4,0.03,2,1.00E-07,4.00E-07,0
0,4,0.03,2,1.00E-07,5.00E-07,0
0,5,0.01,1,1.00E-07,1.00E-07,0
0,5,0.01,1,1.00E-07,2.00E-07,0
0,5,0.01,1,1.00E-07,3.00E-07,0
0,5,0.01,1,1.00E-07,4.00E-07,0
0,5,0.01,1,1.00E-07,5.00E-07,0
0,5,0.01,1.5,1.00E-07,1.00E-07,0
0,5,0.01,1.5,1.00E-07,2.00E-07,0
0,5,0.01,1.5,1.00E-07,3.00E-07,0
0,5,0.01,1.5,1.00E-07,4.00E-07,0
0,5,0.01,1.5,1.00E-07,5.00E-07,0
0,5,0.01,2,1.00E-07,1.00E-07,0
0,5,0.01,2,1.00E-07,2.00E-07,0
0,5,0.01,2,1.00E-07,3.00E-07,0
0,5,0.01,2,1.00E-07,4.00E-07,0
0,5,0.01,2,1.00E-07,5.00E-07,0
0,5,0.02,1,1.00E-07,1.00E-07,0
0,5,0.02,1,1.00E-07,2.00E-07,0
0,5,0.02,1,1.00E-07,3.00E-07,0
0,5,0.02,1,1.00E-07,4.00E-07,0
0,5,0.02,1,1.00E-07,5.00E-07,0
0,5,0.02,1.5,1.00E-07,1.00E-07,0
0,5,0.02,1.5,1.00E-07,2.00E-07,0
0,5,0.02,1.5,1.00E-07,3.00E-07,0
0,5,0.02,1.5,1.00E-07,4.00E-07,0
0,5,0.02,1.5,1.00E-07,5.00E-07,0
0,5,0.02,2,1.00E-07,1.00E-07,0
0,5,0.02,2,1.00E-07,2.00E-07,0
0,5,0.02,2,1.00E-07,3.00E-07,0
0,5,0.02,2,1.00E-07,4.00E-07,0
0,5,0.02,2,1.00E-07,5.00E-07,0
0,5,0.03,1,1.00E-07,1.00E-07,0
0,5,0.03,1,1.00E-07,2.00E-07,0
0,5,0.03,1,1.00E-07,3.00E-07,0
0,5,0.03,1,1.00E-07,4.00E-07,0
0,5,0.03,1,1.00E-07,5.00E-07,0
0,5,0.03,1.5,1.00E-07,1.00E-07,0
0,5,0.03,1.5,1.00E-07,2.00E-07,0
0,5,0.03,1.5,1.00E-07,3.00E-07,0
0,5,0.03,1.5,1.00E-07,4.00E-07,0
0,5,0.03,1.5,1.00E-07,5.00E-07,0
0,5,0.03,2,1.00E-07,1.00E-07,0
0,5,0.03,2,1.00E-07,2.00E-07,0
0,5,0.03,2,1.00E-07,3.00E-07,0
0,5,0.03,2,1.00E-07,4.00E-07,0
0,5,0.03,2,1.00E-07,5.00E-07,0
0,6,0.01,1,1.00E-07,1.00E-07,0
0,6,0.01,1,1.00E-07,2.00E-07,0
0,6,0.01,1,1.00E-07,3.00E-07,0
0,6,0.01,1,1.00E-07,4.00E-07,0
0,6,0.01,1,1.00E-07,5.00E-07,0
0,6,0.01,1.5,1.00E-07,1.00E-07,0
0,6,0.01,1.5,1.00E-07,2.00E-07,0
0,6,0.01,1.5,1.00E-07,3.00E-07,0
0,6,0.01,1.5,1.00E-07,4.00E-07,0
0,6,0.01,1.5,1.00E-07,5.00E-07,0
0,6,0.01,2,1.00E-07,1.00E-07,0
0,6,0.01,2,1.00E-07,2.00E-07,0
0,6,0.01,2,1.00E-07,3.00E-07,0
0,6,0.01,2,1.00E-07,4.00E-07,0
0,6,0.01,2,1.00E-07,5.00E-07,0
0,6,0.02,1,1.00E-07,1.00E-07,0
0,6,0.02,1,1.00E-07,2.00E-07,0
0,6,0.02,1,1.00E-07,3.00E-07,0
0,6,0.02,1,1.00E-07,4.00E-07,0
0,6,0.02,1,1.00E-07,5.00E-07,0
0,6,0.02,1.5,1.00E-07,1.00E-07,0
0,6,0.02,1.5,1.00E-07,2.00E-07,0
0,6,0.02,1.5,1.00E-07,3.00E-07,0
0,6,0.02,1.5,1.00E-07,4.00E-07,0
0,6,0.02,1.5,1.00E-07,5.00E-07,0
0,6,0.02,2,1.00E-07,1.00E-07,0
0,6,0.02,2,1.00E-07,2.00E-07,0
0,6,0.02,2,1.00E-07,3.00E-07,0
0,6,0.02,2,1.00E-07,4.00E-07,0
0,6,0.02,2,1.00E-07,5.00E-07,0
0,6,0.03,1,1.00E-07,1.00E-07,0
0,6,0.03,1,1.00E-07,2.00E-07,0
0,6,0.03,1,1.00E-07,3.00E-07,0
0,6,0.03,1,1.00E-07,4.00E-07,0
0,6,0.03,1,1.00E-07,5.00E-07,0
0,6,0.03,1.5,1.00E-07,1.00E-07,0
0,6,0.03,1.5,1.00E-07,2.00E-07,0
0,6,0.03,1.5,1.00E-07,3.00E-07,0
0,6,0.03,1.5,1.00E-07,4.00E-07,0
0,6,0.03,1.5,1.00E-07,5.00E-07,0
0,6,0.03,2,1.00E-07,1.00E-07,0
0,6,0.03,2,1.00E-07,2.00E-07,0
0,6,0.03,2,1.00E-07,3.00E-07,0
0,6,0.03,2,1.00E-07,4.00E-07,0
0,6,0.03,2,1.00E-07,5.00E-07,0
0,7,0.01,1,1.00E-07,1.00E-07,0
0,7,0.01,1,1.00E-07,2.00E-07,0
0,7,0.01,1,1.00E-07,3.00E-07,0
0,7,0.01,1,1.00E-07,4.00E-07,0
0,7,0.01,1,1.00E-07,5.00E-07,0
0,7,0.01,1.5,1.00E-07,1.00E-07,0
0,7,0.01,1.5,1.00E-07,2.00E-07,0
0,7,0.01,1.5,1.00E-07,3.00E-07,0
0,7,0.01,1.5,1.00E-07,4.00E-07,0
0,7,0.01,1.5,1.00E-07,5.00E-07,0
0,7,0.01,2,1.00E-07,1.00E-07,0
0,7,0.01,2,1.00E-07,2.00E-07,0
0,7,0.01,2,1.00E-07,3.00E-07,0
0,7,0.01,2,1.00E-07,4.00E-07,0
0,7,0.01,2,1.00E-07,5.00E-07,0
0,7,0.02,1,1.00E-07,1.00E-07,0
0,7,0.02,1,1.00E-07,2.00E-07,0
0,7,0.02,1,1.00E-07,3.00E-07,0
0,7,0.02,1,1.00E-07,4.00E-07,0
0,7,0.02,1,1.00E-07,5.00E-07,0
0,7,0.02,1.5,1.00E-07,1.00E-07,0
0,7,0.02,1.5,1.00E-07,2.00E-07,0
0,7,0.02,1.5,1.00E-07,3.00E-07,0
0,7,0.02,1.5,1.00E-07,4.00E-07,0
0,7,0.02,1.5,1.00E-07,5.00E-07,0
0,7,0.02,2,1.00E-07,1.00E-07,0
0,7,0.02,2,1.00E-07,2.00E-07,0
0,7,0.02,2,1.00E-07,3.00E-07,0
0,7,0.02,2,1.00E-07,4.00E-07,0
0,7,0.02,2,1.00E-07,5.00E-07,0
0,7,0.03,1,1.00E-07,1.00E-07,0
0,7,0.03,1,1.00E-07,2.00E-07,0
0,7,0.03,1,1.00E-07,3.00E-07,0
0,7,0.03,1,1.00E-07,4.00E-07,0
0,7,0.03,1,1.00E-07,5.00E-07,0
0,7,0.03,1.5,1.00E-07,1.00E-07,0
0,7,0.03,1.5,1.00E-07,2.00E-07,0
0,7,0.03,1.5,1.00E-07,3.00E-07,0
0,7,0.03,1.5,1.00E-07,4.00E-07,0
0,7,0.03,1.5,1.00E-07,5.00E-07,0
0,7,0.03,2,1.00E-07,1.00E-07,0
0,7,0.03,2,1.00E-07,2.00E-07,0
0,7,0.03,2,1.00E-07,3.00E-07,0
0,7,0.03,2,1.00E-07,4.00E-07,0
0,7,0.03,2,1.00E-07,5.00E-07,0
0,8,0.01,1,1.00E-07,1.00E-07,0
0,8,0.01,1,1.00E-07,2.00E-07,0
0,8,0.01,1,1.00E-07,3.00E-07,0
0,8,0.01,1,1.00E-07,4.00E-07,0
0,8,0.01,1,1.00E-07,5.00E-07,0
0,8,0.01,1.5,1.00E-07,1.00E-07,0
0,8,0.01,1.5,1.00E-07,2.00E-07,0
0,8,0.01,1.5,1.00E-07,3.00E-07,0
0,8,0.01,1.5,1.00E-07,4.00E-07,0
0,8,0.01,1.5,1.00E-07,5.00E-07,0
0,8,0.01,2,1.00E-07,1.00E-07,0
0,8,0.01,2,1.00E-07,2.00E-07,0
0,8,0.01,2,1.00E-07,3.00E-07,0
0,8,0.01,2,1.00E-07,4.00E-07,0
0,8,0.01,2,1.00E-07,5.00E-07,0
0,8,0.02,1,1.00E-07,1.00E-07,0
0,8,0.02,1,1.00E-07,2.00E-07,0
0,8,0.02,1,1.00E-07,3.00E-07,0
0,8,0.02,1,1.00E-07,4.00E-07,0
0,8,0.02,1,1.00E-07,5.00E-07,0
0,8,0.02,1.5,1.00E-07,1.00E-07,0
0,8,0.02,1.5,1.00E-07,2.00E-07,0
0,8,0.02,1.5,1.00E-07,3.00E-07,0
0,8,0.02,1.5,1.00E-07,4.00E-07,0
0,8,0.02,1.5,1.00E-07,5.00E-07,0
0,8,0.02,2,1.00E-07,1.00E-07,0
0,8,0.02,2,1.00E-07,2.00E-07,0
0,8,0.02,2,1.00E-07,3.00E-07,0
0,8,0.02,2,1.00E-07,4.00E-07,0
0,8,0.02,2,1.00E-07,5.00E-07,0
0,8,0.03,1,1.00E-07,1.00E-07,0
0,8,0.03,1,1.00E-07,2.00E-07,0
0,8,0.03,1,1.00E-07,3.00E-07,0
0,8,0.03,1,1.00E-07,4.00E-07,0
0,8,0.03,1,1.00E-07,5.00E-07,0
0,8,0.03,1.5,1.00E-07,1.00E-07,0
0,8,0.03,1.5,1.00E-07,2.00E-07,0
0,8,0.03,1.5,1.00E-07,3.00E-07,0
0,8,0.03,1.5,1.00E-07,4.00E-07,0
0,8,0.03,1.5,1.00E-07,5.00E-07,0
0,8,0.03,2,1.00E-07,1.00E-07,0
0,8,0.03,2,1.00E-07,2.00E-07,0
0,8,0.03,2,1.00E-07,3.00E-07,0
0,8,0.03,2,1.00E-07,4.00E-07,0
0,8,0.03,2,1.00E-07,5.00E-07,0
0,9,0.01,1,1.00E-07,1.00E-07,0
0,9,0.01,1,1.00E-07,2.00E-07,0
0,9,0.01,1,1.00E-07,3.00E-07,0
0,9,0.01,1,1.00E-07,4.00E-07,0
0,9,0.01,1,1.00E-07,5.00E-07,0
0,9,0.01,1.5,1.00E-07,1.00E-07,0
0,9,0.01,1.5,1.00E-07,2.00E-07,0
0,9,0.01,1.5,1.00E-07,3.00E-07,0
0,9,0.01,1.5,1.00E-07,4.00E-07,0
0,9,0.01,1.5,1.00E-07,5.00E-07,0
0,9,0.01,2,1.00E-07,1.00E-07,0
0,9,0.01,2,1.00E-07,2.00E-07,0
0,9,0.01,2,1.00E-07,3.00E-07,0
0,9,0.01,2,1.00E-07,4.00E-07,0
0,9,0.01,2,1.00E-07,5.00E-07,0
0,9,0.02,1,1.00E-07,1.00E-07,0
0,9,0.02,1,1.00E-07,2.00E-07,0
0,9,0.02,1,1.00E-07,3.00E-07,0
0,9,0.02,1,1.00E-07,4.00E-07,0
0,9,0.02,1,1.00E-07,5.00E-07,0
0,9,0.02,1.5,1.00E-07,1.00E-07,0
0,9,0.02,1.5,1.00E-07,2.00E-07,0
0,9,0.02,1.5,1.00E-07,3.00E-07,0
0,9,0.02,1.5,1.00E-07,4.00E-07,0
0,9,0.02,1.5,1.00E-07,5.00E-07,0
0,9,0.02,2,1.00E-07,1.00E-07,0
0,9,0.02,2,1.00E-07,2.00E-07,0
0,9,0.02,2,1.00E-07,3.00E-07,0
0,9,0.02,2,1.00E-07,4.00E-07,0
0,9,0.02,2,1.00E-07,5.00E-07,0
0,9,0.03,1,1.00E-07,1.00E-07,0
0,9,0.03,1,1.00E-07,2.00E-07,0
0,9,0.03,1,1.00E-07,3.00E-07,0
0,9,0.03,1,1.00E-07,4.00E-07,0
0,9,0.03,1,1.00E-07,5.00E-07,0
0,9,0.03,1.5,1.00E-07,1.00E-07,0
0,9,0.03,1.5,1.00E-07,2.00E-07,0
0,9,0.03,1.5,1.00E-07,3.00E-07,0
0,9,0.03,1.5,1.00E-07,4.00E-07,0
0,9,0.03,1.5,1.00E-07,5.00E-07,0
0,9,0.03,2,1.00E-07,1.00E-07,0
0,9,0.03,2,1.00E-07,2.00E-07,0
0,9,0.03,2,1.00E-07,3.00E-07,0
0,9,0.03,2,1.00E-07,4.00E-07,0
0,9,0.03,2,1.00E-07,5.00E-07,0
0,10,0.01,1,1.00E-07,1.00E-07,0
0,10,0.01,1,1.00E-07,2.00E-07,0
0,10,0.01,1,1.00E-07,3.00E-07,0
0,10,0.01,1,1.00E-07,4.00E-07,0
0,10,0.01,1,1.00E-07,5.00E-07,0
0,10,0.01,1.5,1.00E-07,1.00E-07,0
0,10,0.01,1.5,1.00E-07,2.00E-07,0
0,10,0.01,1.5,1.00E-07,3.00E-07,0
0,10,0.01,1.5,1.00E-07,4.00E-07,0
0,10,0.01,1.5,1.00E-07,5.00E-07,0
0,10,0.01,2,1.00E-07,1.00E-07,0
0,10,0.01,2,1.00E-07,2.00E-07,0
0,10,0.01,2,1.00E-07,3.00E-07,0
0,10,0.01,2,1.00E-07,4.00E-07,0
0,10,0.01,2,1.00E-07,5.00E-07,0
0,10,0.02,1,1.00E-07,1.00E-07,0
0,10,0.02,1,1.00E-07,2.00E-07,0
0,10,0.02,1,1.00E-07,3.00E-07,0
0,10,0.02,1,1.00E-07,4.00E-07,0
0,10,0.02,1,1.00E-07,5.00E-07,0
0,10,0.02,1.5,1.00E-07,1.00E-07,0
0,10,0.02,1.5,1.00E-07,2.00E-07,0
0,10,0.02,1.5,1.00E-07,3.00E-07,0
0,10,0.02,1.5,1.00E-07,4.00E-07,0
0,10,0.02,1.5,1.00E-07,5.00E-07,0
0,10,0.02,2,1.00E-07,1.00E-07,0
0,10,0.02,2,1.00E-07,2.00E-07,0
0,10,0.02,2,1.00E-07,3.00E-07,0
0,10,0.02,2,1.00E-07,4.00E-07,0
0,10,0.02,2,1.00E-07,5.00E-07,0
0,10,0.03,1,1.00E-07,1.00E-07,0
0,10,0.03,1,1.00E-07,2.00E-07,0
0,10,0.03,1,1.00E-07,3.00E-07,0
0,10,0.03,1,1.00E-07,4.00E-07,0
0,10,0.03,1,1.00E-07,5.00E-07,0
0,10,0.03,1.5,1.00E-07,1.00E-07,0
0,10,0.03,1.5,1.00E-07,2.00E-07,0
0,10,0.03,1.5,1.00E-07,3.00E-07,0
0,10,0.03,1.5,1.00E-07,4.00E-07,0
0,10,0.03,1.5,1.00E-07,5.00E-07,0
0,10,0.03,2,1.00E-07,1.00E-07,0
0,10,0.03,2,1.00E-07,2.00E-07,0
0,10,0.03,2,1.00E-07,3.00E-07,0
0,10,0.03,2,1.00E-07,4.00E-07,0
0,10,0.03,2,1.00E-07,5.00E-07,0
0,1,0.04,1,1.00E-07,1.00E-07,0
0,1,0.04,1,1.00E-07,2.00E-07,0
0,1,0.04,1,1.00E-07,3.00E-07,0
0,1,0.04,1,1.00E-07,4.00E-07,0
0,1,0.04,1,1.00E-07,5.00E-07,0
0,1,0.04,1.5,1.00E-07,1.00E-07,0
0,1,0.04,1.5,1.00E-07,2.00E-07,0
0,1,0.04,1.5,1.00E-07,3.00E-07,0
0,1,0.04,1.5,1.00E-07,4.00E-07,0
0,1,0.04,1.5,1.00E-07,5.00E-07,0
0,1,0.04,2,1.00E-07,1.00E-07,0
0,1,0.04,2,1.00E-07,2.00E-07,0
0,1,0.04,2,1.00E-07,3.00E-07,0
0,1,0.04,2,1.00E-07,4.00E-07,0
0,1,0.04,2,1.00E-07,5.00E-07,0
0,1,0.05,1,1.00E-07,1.00E-07,0
0,1,0.05,1,1.00E-07,2.00E-07,0
0,1,0.05,1,1.00E-07,3.00E-07,0
0,1,0.05,1,1.00E-07,4.00E-07,0
0,1,0.05,1,1.00E-07,5.00E-07,0
0,1,0.05,1.5,1.00E-07,1.00E-07,0
0,1,0.05,1.5,1.00E-07,2.00E-07,0
0,1,0.05,1.5,1.00E-07,3.00E-07,0
0,1,0.05,1.5,1.00E-07,4.00E-07,0
0,1,0.05,1.5,1.00E-07,5.00E-07,0
0,1,0.05,2,1.00E-07,1.00E-07,0
0,1,0.05,2,1.00E-07,2.00E-07,0
0,1,0.05,2,1.00E-07,3.00E-07,0
0,1,0.05,2,1.00E-07,4.00E-07,0
0,1,0.05,2,1.00E-07,5.00E-07,0
0,1,0.06,1,1.00E-07,1.00E-07,0
0,1,0.06,1,1.00E-07,2.00E-07,0
0,1,0.06,1,1.00E-07,3.00E-07,0
0,1,0.06,1,1.00E-07,4.00E-07,0
0,1,0.06,1,1.00E-07,5.00E-07,0
0,1,0.06,1.5,1.00E-07,1.00E-07,0
0,1,0.06,1.5,1.00E-07,2.00E-07,0
0,1,0.06,1.5,1.00E-07,3.00E-07,0
0,1,0.06,1.5,1.00E-07,4.00E-07,0
0,1,0.06,1.5,1.00E-07,5.00E-07,0
0,1,0.06,2,1.00E-07,1.00E-07,0
0,1,0.06,2,1.00E-07,2.00E-07,0
0,1,0.06,2,1.00E-07,3.00E-07,0
0,1,0.06,2,1.00E-07,4.00E-07,0
0,1,0.06,2,1.00E-07,5.00E-07,0
0,2,0.04,1,1.00E-07,1.00E-07,0
0,2,0.04,1,1.00E-07,2.00E-07,0
0,2,0.04,1,1.00E-07,3.00E-07,0
0,2,0.04,1,1.00E-07,4.00E-07,0
0,2,0.04,1,1.00E-07,5.00E-07,0
0,2,0.04,1.5,1.00E-07,1.00E-07,0
0,2,0.04,1.5,1.00E-07,2.00E-07,0
0,2,0.04,1.5,1.00E-07,3.00E-07,0
0,2,0.04,1.5,1.00E-07,4.00E-07,0
0,2,0.04,1.5,1.00E-07,5.00E-07,0
0,2,0.04,2,1.00E-07,1.00E-07,0
0,2,0.04,2,1.00E-07,2.00E-07,0
0,2,0.04,2,1.00E-07,3.00E-07,0
0,2,0.04,2,1.00E-07,4.00E-07,0
0,2,0.04,2,1.00E-07,5.00E-07,0
0,2,0.05,1,1.00E-07,1.00E-07,0
0,2,0.05,1,1.00E-07,2.00E-07,0
0,2,0.05,1,1.00E-07,3.00E-07,0
0,2,0.05,1,1.00E-07,4.00E-07,0
0,2,0.05,1,1.00E-07,5.00E-07,0
0,2,0.05,1.5,1.00E-07,1.00E-07,0
0,2,0.05,1.5,1.00E-07,2.00E-07,0
0,2,0.05,1.5,1.00E-07,3.00E-07,0
0,2,0.05,1.5,1.00E-07,4.00E-07,0
0,2,0.05,1.5,1.00E-07,5.00E-07,0
0,2,0.05,2,1.00E-07,1.00E-07,0
0,2,0.05,2,1.00E-07,2.00E-07,0
0,2,0.05,2,1.00E-07,3.00E-07,0
0,2,0.05,2,1.00E-07,4.00E-07,0
