vds,vgs,W,VTO,TOX,L,Ids
18,7,0.05,3.5,1.00E-07,5.00E-07,0.00049
18,7,0.05,4,1.00E-07,1.00E-07,0.00049
18,7,0.05,4,1.00E-07,2.00E-07,0.00049
18,7,0.05,4,1.00E-07,3.00E-07,0.00049
18,7,0.05,4,1.00E-07,4.00E-07,0.00049
18,7,0.05,4,1.00E-07,5.00E-07,0.00049
18,8,0.01,3,1.00E-07,1.00E-07,0.00064
18,8,0.01,3,1.00E-07,2.00E-07,0.00064
18,8,0.01,3,1.00E-07,3.00E-07,0.00064
18,8,0.01,3,1.00E-07,4.00E-07,0.00064
18,8,0.01,3,1.00E-07,5.00E-07,0.00064
18,8,0.01,3.5,1.00E-07,1.00E-07,0.00064
18,8,0.01,3.5,1.00E-07,2.00E-07,0.00064
18,8,0.01,3.5,1.00E-07,3.00E-07,0.00064
18,8,0.01,3.5,1.00E-07,4.00E-07,0.00064
18,8,0.01,3.5,1.00E-07,5.00E-07,0.00064
18,8,0.01,4,1.00E-07,1.00E-07,0.00064
18,8,0.01,4,1.00E-07,2.00E-07,0.00064
18,8,0.01,4,1.00E-07,3.00E-07,0.00064
18,8,0.01,4,1.00E-07,4.00E-07,0.00064
18,8,0.01,4,1.00E-07,5.00E-07,0.00064
18,8,0.03,3,1.00E-07,1.00E-07,0.00064
18,8,0.03,3,1.00E-07,2.00E-07,0.00064
18,8,0.03,3,1.00E-07,3.00E-07,0.00064
18,8,0.03,3,1.00E-07,4.00E-07,0.00064
18,8,0.03,3,1.00E-07,5.00E-07,0.00064
18,8,0.03,3.5,1.00E-07,1.00E-07,0.00064
18,8,0.03,3.5,1.00E-07,2.00E-07,0.00064
18,8,0.03,3.5,1.00E-07,3.00E-07,0.00064
18,8,0.03,3.5,1.00E-07,4.00E-07,0.00064
18,8,0.03,3.5,1.00E-07,5.00E-07,0.00064
18,8,0.03,4,1.00E-07,1.00E-07,0.00064
18,8,0.03,4,1.00E-07,2.00E-07,0.00064
18,8,0.03,4,1.00E-07,3.00E-07,0.00064
18,8,0.03,4,1.00E-07,4.00E-07,0.00064
18,8,0.03,4,1.00E-07,5.00E-07,0.00064
18,8,0.05,3,1.00E-07,1.00E-07,0.00064
18,8,0.05,3,1.00E-07,2.00E-07,0.00064
18,8,0.05,3,1.00E-07,3.00E-07,0.00064
18,8,0.05,3,1.00E-07,4.00E-07,0.00064
18,8,0.05,3,1.00E-07,5.00E-07,0.00064
18,8,0.05,3.5,1.00E-07,1.00E-07,0.00064
18,8,0.05,3.5,1.00E-07,2.00E-07,0.00064
18,8,0.05,3.5,1.00E-07,3.00E-07,0.00064
18,8,0.05,3.5,1.00E-07,4.00E-07,0.00064
18,8,0.05,3.5,1.00E-07,5.00E-07,0.00064
18,8,0.05,4,1.00E-07,1.00E-07,0.00064
18,8,0.05,4,1.00E-07,2.00E-07,0.00064
18,8,0.05,4,1.00E-07,3.00E-07,0.00064
18,8,0.05,4,1.00E-07,4.00E-07,0.00064
18,8,0.05,4,1.00E-07,5.00E-07,0.00064
18,9,0.01,3,1.00E-07,1.00E-07,0.00081
18,9,0.01,3,1.00E-07,2.00E-07,0.00081
18,9,0.01,3,1.00E-07,3.00E-07,0.00081
18,9,0.01,3,1.00E-07,4.00E-07,0.00081
18,9,0.01,3,1.00E-07,5.00E-07,0.00081
18,9,0.01,3.5,1.00E-07,1.00E-07,0.00081
18,9,0.01,3.5,1.00E-07,2.00E-07,0.00081
18,9,0.01,3.5,1.00E-07,3.00E-07,0.00081
18,9,0.01,3.5,1.00E-07,4.00E-07,0.00081
18,9,0.01,3.5,1.00E-07,5.00E-07,0.00081
18,9,0.01,4,1.00E-07,1.00E-07,0.00081
18,9,0.01,4,1.00E-07,2.00E-07,0.00081
18,9,0.01,4,1.00E-07,3.00E-07,0.00081
18,9,0.01,4,1.00E-07,4.00E-07,0.00081
18,9,0.01,4,1.00E-07,5.00E-07,0.00081
18,9,0.03,3,1.00E-07,1.00E-07,0.00081
18,9,0.03,3,1.00E-07,2.00E-07,0.00081
18,9,0.03,3,1.00E-07,3.00E-07,0.00081
18,9,0.03,3,1.00E-07,4.00E-07,0.00081
18,9,0.03,3,1.00E-07,5.00E-07,0.00081
18,9,0.03,3.5,1.00E-07,1.00E-07,0.00081
18,9,0.03,3.5,1.00E-07,2.00E-07,0.00081
18,9,0.03,3.5,1.00E-07,3.00E-07,0.00081
18,9,0.03,3.5,1.00E-07,4.00E-07,0.00081
18,9,0.03,3.5,1.00E-07,5.00E-07,0.00081
18,9,0.03,4,1.00E-07,1.00E-07,0.00081
18,9,0.03,4,1.00E-07,2.00E-07,0.00081
18,9,0.03,4,1.00E-07,3.00E-07,0.00081
18,9,0.03,4,1.00E-07,4.00E-07,0.00081
18,9,0.03,4,1.00E-07,5.00E-07,0.00081
18,9,0.05,3,1.00E-07,1.00E-07,0.00081
18,9,0.05,3,1.00E-07,2.00E-07,0.00081
18,9,0.05,3,1.00E-07,3.00E-07,0.00081
18,9,0.05,3,1.00E-07,4.00E-07,0.00081
18,9,0.05,3,1.00E-07,5.00E-07,0.00081
18,9,0.05,3.5,1.00E-07,1.00E-07,0.00081
18,9,0.05,3.5,1.00E-07,2.00E-07,0.00081
18,9,0.05,3.5,1.00E-07,3.00E-07,0.00081
18,9,0.05,3.5,1.00E-07,4.00E-07,0.00081
18,9,0.05,3.5,1.00E-07,5.00E-07,0.00081
18,9,0.05,4,1.00E-07,1.00E-07,0.00081
18,9,0.05,4,1.00E-07,2.00E-07,0.00081
18,9,0.05,4,1.00E-07,3.00E-07,0.00081
18,9,0.05,4,1.00E-07,4.00E-07,0.00081
18,9,0.05,4,1.00E-07,5.00E-07,0.00081
18,10,0.01,3,1.00E-07,1.00E-07,0.001
18,10,0.01,3,1.00E-07,2.00E-07,0.001
18,10,0.01,3,1.00E-07,3.00E-07,0.001
18,10,0.01,3,1.00E-07,4.00E-07,0.001
18,10,0.01,3,1.00E-07,5.00E-07,0.001
18,10,0.01,3.5,1.00E-07,1.00E-07,0.001
18,10,0.01,3.5,1.00E-07,2.00E-07,0.001
18,10,0.01,3.5,1.00E-07,3.00E-07,0.001
18,10,0.01,3.5,1.00E-07,4.00E-07,0.001
18,10,0.01,3.5,1.00E-07,5.00E-07,0.001
18,10,0.01,4,1.00E-07,1.00E-07,0.001
18,10,0.01,4,1.00E-07,2.00E-07,0.001
18,10,0.01,4,1.00E-07,3.00E-07,0.001
18,10,0.01,4,1.00E-07,4.00E-07,0.001
18,10,0.01,4,1.00E-07,5.00E-07,0.001
18,10,0.03,3,1.00E-07,1.00E-07,0.001
18,10,0.03,3,1.00E-07,2.00E-07,0.001
18,10,0.03,3,1.00E-07,3.00E-07,0.001
18,10,0.03,3,1.00E-07,4.00E-07,0.001
18,10,0.03,3,1.00E-07,5.00E-07,0.001
18,10,0.03,3.5,1.00E-07,1.00E-07,0.001
18,10,0.03,3.5,1.00E-07,2.00E-07,0.001
18,10,0.03,3.5,1.00E-07,3.00E-07,0.001
18,10,0.03,3.5,1.00E-07,4.00E-07,0.001
18,10,0.03,3.5,1.00E-07,5.00E-07,0.001
18,10,0.03,4,1.00E-07,1.00E-07,0.001
18,10,0.03,4,1.00E-07,2.00E-07,0.001
18,10,0.03,4,1.00E-07,3.00E-07,0.001
18,10,0.03,4,1.00E-07,4.00E-07,0.001
18,10,0.03,4,1.00E-07,5.00E-07,0.001
18,10,0.05,3,1.00E-07,1.00E-07,0.001
18,10,0.05,3,1.00E-07,2.00E-07,0.001
18,10,0.05,3,1.00E-07,3.00E-07,0.001
18,10,0.05,3,1.00E-07,4.00E-07,0.001
18,10,0.05,3,1.00E-07,5.00E-07,0.001
18,10,0.05,3.5,1.00E-07,1.00E-07,0.001
18,10,0.05,3.5,1.00E-07,2.00E-07,0.001
18,10,0.05,3.5,1.00E-07,3.00E-07,0.001
18,10,0.05,3.5,1.00E-07,4.00E-07,0.001
18,10,0.05,3.5,1.00E-07,5.00E-07,0.001
18,10,0.05,4,1.00E-07,1.00E-07,0.001
18,10,0.05,4,1.00E-07,2.00E-07,0.001
18,10,0.05,4,1.00E-07,3.00E-07,0.001
18,10,0.05,4,1.00E-07,4.00E-07,0.001
18,10,0.05,4,1.00E-07,5.00E-07,0.001
20,1,0.01,1,1.00E-07,1.00E-07,1.00E-05
20,1,0.01,1,1.00E-07,2.00E-07,1.00E-05
20,1,0.01,1,1.00E-07,3.00E-07,1.00E-05
20,1,0.01,1,1.00E-07,4.00E-07,1.00E-05
20,1,0.01,1,1.00E-07,5.00E-07,1.00E-05
20,1,0.01,1.5,1.00E-07,1.00E-07,1.00E-05
20,1,0.01,1.5,1.00E-07,2.00E-07,1.00E-05
20,1,0.01,1.5,1.00E-07,3.00E-07,1.00E-05
20,1,0.01,1.5,1.00E-07,4.00E-07,1.00E-05
20,1,0.01,1.5,1.00E-07,5.00E-07,1.00E-05
20,1,0.01,2,1.00E-07,1.00E-07,1.00E-05
20,1,0.01,2,1.00E-07,2.00E-07,1.00E-05
20,1,0.01,2,1.00E-07,3.00E-07,1.00E-05
20,1,0.01,2,1.00E-07,4.00E-07,1.00E-05
20,1,0.01,2,1.00E-07,5.00E-07,1.00E-05
20,1,0.02,1,1.00E-07,1.00E-07,1.00E-05
20,1,0.02,1,1.00E-07,2.00E-07,1.00E-05
20,1,0.02,1,1.00E-07,3.00E-07,1.00E-05
20,1,0.02,1,1.00E-07,4.00E-07,1.00E-05
20,1,0.02,1,1.00E-07,5.00E-07,1.00E-05
20,1,0.02,1.5,1.00E-07,1.00E-07,1.00E-05
20,1,0.02,1.5,1.00E-07,2.00E-07,1.00E-05
20,1,0.02,1.5,1.00E-07,3.00E-07,1.00E-05
20,1,0.02,1.5,1.00E-07,4.00E-07,1.00E-05
20,1,0.02,1.5,1.00E-07,5.00E-07,1.00E-05
20,1,0.02,2,1.00E-07,1.00E-07,1.00E-05
20,1,0.02,2,1.00E-07,2.00E-07,1.00E-05
20,1,0.02,2,1.00E-07,3.00E-07,1.00E-05
20,1,0.02,2,1.00E-07,4.00E-07,1.00E-05
20,1,0.02,2,1.00E-07,5.00E-07,1.00E-05
20,1,0.03,1,1.00E-07,1.00E-07,1.00E-05
20,1,0.03,1,1.00E-07,2.00E-07,1.00E-05
20,1,0.03,1,1.00E-07,3.00E-07,1.00E-05
20,1,0.03,1,1.00E-07,4.00E-07,1.00E-05
20,1,0.03,1,1.00E-07,5.00E-07,1.00E-05
20,1,0.03,1.5,1.00E-07,1.00E-07,1.00E-05
20,1,0.03,1.5,1.00E-07,2.00E-07,1.00E-05
20,1,0.03,1.5,1.00E-07,3.00E-07,1.00E-05
20,1,0.03,1.5,1.00E-07,4.00E-07,1.00E-05
20,1,0.03,1.5,1.00E-07,5.00E-07,1.00E-05
20,1,0.03,2,1.00E-07,1.00E-07,1.00E-05
20,1,0.03,2,1.00E-07,2.00E-07,1.00E-05
20,1,0.03,2,1.00E-07,3.00E-07,1.00E-05
20,1,0.03,2,1.00E-07,4.00E-07,1.00E-05
20,1,0.03,2,1.00E-07,5.00E-07,1.00E-05
20,2,0.01,1,1.00E-07,1.00E-07,4.00E-05
20,2,0.01,1,1.00E-07,2.00E-07,4.00E-05
20,2,0.01,1,1.00E-07,3.00E-07,4.00E-05
20,2,0.01,1,1.00E-07,4.00E-07,4.00E-05
20,2,0.01,1,1.00E-07,5.00E-07,4.00E-05
20,2,0.01,1.5,1.00E-07,1.00E-07,4.00E-05
20,2,0.01,1.5,1.00E-07,2.00E-07,4.00E-05
20,2,0.01,1.5,1.00E-07,3.00E-07,4.00E-05
20,2,0.01,1.5,1.00E-07,4.00E-07,4.00E-05
20,2,0.01,1.5,1.00E-07,5.00E-07,4.00E-05
20,2,0.01,2,1.00E-07,1.00E-07,4.00E-05
20,2,0.01,2,1.00E-07,2.00E-07,4.00E-05
20,2,0.01,2,1.00E-07,3.00E-07,4.00E-05
20,2,0.01,2,1.00E-07,4.00E-07,4.00E-05
20,2,0.01,2,1.00E-07,5.00E-07,4.00E-05
20,2,0.02,1,1.00E-07,1.00E-07,4.00E-05
20,2,0.02,1,1.00E-07,2.00E-07,4.00E-05
20,2,0.02,1,1.00E-07,3.00E-07,4.00E-05
20,2,0.02,1,1.00E-07,4.00E-07,4.00E-05
20,2,0.02,1,1.00E-07,5.00E-07,4.00E-05
20,2,0.02,1.5,1.00E-07,1.00E-07,4.00E-05
20,2,0.02,1.5,1.00E-07,2.00E-07,4.00E-05
20,2,0.02,1.5,1.00E-07,3.00E-07,4.00E-05
20,2,0.02,1.5,1.00E-07,4.00E-07,4.00E-05
20,2,0.02,1.5,1.00E-07,5.00E-07,4.00E-05
20,2,0.02,2,1.00E-07,1.00E-07,4.00E-05
20,2,0.02,2,1.00E-07,2.00E-07,4.00E-05
20,2,0.02,2,1.00E-07,3.00E-07,4.00E-05
20,2,0.02,2,1.00E-07,4.00E-07,4.00E-05
20,2,0.02,2,1.00E-07,5.00E-07,4.00E-05
20,2,0.03,1,1.00E-07,1.00E-07,4.00E-05
20,2,0.03,1,1.00E-07,2.00E-07,4.00E-05
20,2,0.03,1,1.00E-07,3.00E-07,4.00E-05
20,2,0.03,1,1.00E-07,4.00E-07,4.00E-05
20,2,0.03,1,1.00E-07,5.00E-07,4.00E-05
20,2,0.03,1.5,1.00E-07,1.00E-07,4.00E-05
20,2,0.03,1.5,1.00E-07,2.00E-07,4.00E-05
20,2,0.03,1.5,1.00E-07,3.00E-07,4.00E-05
20,2,0.03,1.5,1.00E-07,4.00E-07,4.00E-05
20,2,0.03,1.5,1.00E-07,5.00E-07,4.00E-05
20,2,0.03,2,1.00E-07,1.00E-07,4.00E-05
20,2,0.03,2,1.00E-07,2.00E-07,4.00E-05
20,2,0.03,2,1.00E-07,3.00E-07,4.00E-05
20,2,0.03,2,1.00E-07,4.00E-07,4.00E-05
20,2,0.03,2,1.00E-07,5.00E-07,4.00E-05
20,3,0.01,1,1.00E-07,1.00E-07,9.00E-05
20,3,0.01,1,1.00E-07,2.00E-07,9.00E-05
20,3,0.01,1,1.00E-07,3.00E-07,9.00E-05
20,3,0.01,1,1.00E-07,4.00E-07,9.00E-05
20,3,0.01,1,1.00E-07,5.00E-07,9.00E-05
20,3,0.01,1.5,1.00E-07,1.00E-07,9.00E-05
20,3,0.01,1.5,1.00E-07,2.00E-07,9.00E-05
20,3,0.01,1.5,1.00E-07,3.00E-07,9.00E-05
20,3,0.01,1.5,1.00E-07,4.00E-07,9.00E-05
20,3,0.01,1.5,1.00E-07,5.00E-07,9.00E-05
20,3,0.01,2,1.00E-07,1.00E-07,9.00E-05
20,3,0.01,2,1.00E-07,2.00E-07,9.00E-05
20,3,0.01,2,1.00E-07,3.00E-07,9.00E-05
20,3,0.01,2,1.00E-07,4.00E-07,9.00E-05
20,3,0.01,2,1.00E-07,5.00E-07,9.00E-05
20,3,0.02,1,1.00E-07,1.00E-07,9.00E-05
20,3,0.02,1,1.00E-07,2.00E-07,9.00E-05
20,3,0.02,1,1.00E-07,3.00E-07,9.00E-05
20,3,0.02,1,1.00E-07,4.00E-07,9.00E-05
20,3,0.02,1,1.00E-07,5.00E-07,9.00E-05
20,3,0.02,1.5,1.00E-07,1.00E-07,9.00E-05
20,3,0.02,1.5,1.00E-07,2.00E-07,9.00E-05
20,3,0.02,1.5,1.00E-07,3.00E-07,9.00E-05
20,3,0.02,1.5,1.00E-07,4.00E-07,9.00E-05
20,3,0.02,1.5,1.00E-07,5.00E-07,9.00E-05
20,3,0.02,2,1.00E-07,1.00E-07,9.00E-05
20,3,0.02,2,1.00E-07,2.00E-07,9.00E-05
20,3,0.02,2,1.00E-07,3.00E-07,9.00E-05
20,3,0.02,2,1.00E-07,4.00E-07,9.00E-05
20,3,0.02,2,1.00E-07,5.00E-07,9.00E-05
20,3,0.03,1,1.00E-07,1.00E-07,9.00E-05
20,3,0.03,1,1.00E-07,2.00E-07,9.00E-05
20,3,0.03,1,1.00E-07,3.00E-07,9.00E-05
20,3,0.03,1,1.00E-07,4.00E-07,9.00E-05
20,3,0.03,1,1.00E-07,5.00E-07,9.00E-05
20,3,0.03,1.5,1.00E-07,1.00E-07,9.00E-05
20,3,0.03,1.5,1.00E-07,2.00E-07,9.00E-05
20,3,0.03,1.5,1.00E-07,3.00E-07,9.00E-05
20,3,0.03,1.5,1.00E-07,4.00E-07,9.00E-05
20,3,0.03,1.5,1.00E-07,5.00E-07,9.00E-05
20,3,0.03,2,1.00E-07,1.00E-07,9.00E-05
20,3,0.03,2,1.00E-07,2.00E-07,9.00E-05
20,3,0.03,2,1.00E-07,3.00E-07,9.00E-05
20,3,0.03,2,1.00E-07,4.00E-07,9.00E-05
20,3,0.03,2,1.00E-07,5.00E-07,9.00E-05
20,4,0.01,1,1.00E-07,1.00E-07,0.00016
20,4,0.01,1,1.00E-07,2.00E-07,0.00016
20,4,0.01,1,1.00E-07,3.00E-07,0.00016
20,4,0.01,1,1.00E-07,4.00E-07,0.00016
20,4,0.01,1,1.00E-07,5.00E-07,0.00016
20,4,0.01,1.5,1.00E-07,1.00E-07,0.00016
20,4,0.01,1.5,1.00E-07,2.00E-07,0.00016
20,4,0.01,1.5,1.00E-07,3.00E-07,0.00016
20,4,0.01,1.5,1.00E-07,4.00E-07,0.00016
20,4,0.01,1.5,1.00E-07,5.00E-07,0.00016
20,4,0.01,2,1.00E-07,1.00E-07,0.00016
20,4,0.01,2,1.00E-07,2.00E-07,0.00016
20,4,0.01,2,1.00E-07,3.00E-07,0.00016
20,4,0.01,2,1.00E-07,4.00E-07,0.00016
20,4,0.01,2,1.00E-07,5.00E-07,0.00016
20,4,0.02,1,1.00E-07,1.00E-07,0.00016
20,4,0.02,1,1.00E-07,2.00E-07,0.00016
20,4,0.02,1,1.00E-07,3.00E-07,0.00016
20,4,0.02,1,1.00E-07,4.00E-07,0.00016
20,4,0.02,1,1.00E-07,5.00E-07,0.00016
20,4,0.02,1.5,1.00E-07,1.00E-07,0.00016
20,4,0.02,1.5,1.00E-07,2.00E-07,0.00016
20,4,0.02,1.5,1.00E-07,3.00E-07,0.00016
20,4,0.02,1.5,1.00E-07,4.00E-07,0.00016
20,4,0.02,1.5,1.00E-07,5.00E-07,0.00016
20,4,0.02,2,1.00E-07,1.00E-07,0.00016
20,4,0.02,2,1.00E-07,2.00E-07,0.00016
20,4,0.02,2,1.00E-07,3.00E-07,0.00016
20,4,0.02,2,1.00E-07,4.00E-07,0.00016
20,4,0.02,2,1.00E-07,5.00E-07,0.00016
20,4,0.03,1,1.00E-07,1.00E-07,0.00016
20,4,0.03,1,1.00E-07,2.00E-07,0.00016
20,4,0.03,1,1.00E-07,3.00E-07,0.00016
20,4,0.03,1,1.00E-07,4.00E-07,0.00016
20,4,0.03,1,1.00E-07,5.00E-07,0.00016
20,4,0.03,1.5,1.00E-07,1.00E-07,0.00016
20,4,0.03,1.5,1.00E-07,2.00E-07,0.00016
20,4,0.03,1.5,1.00E-07,3.00E-07,0.00016
20,4,0.03,1.5,1.00E-07,4.00E-07,0.00016
20,4,0.03,1.5,1.00E-07,5.00E-07,0.00016
20,4,0.03,2,1.00E-07,1.00E-07,0.00016
20,4,0.03,2,1.00E-07,2.00E-07,0.00016
20,4,0.03,2,1.00E-07,3.00E-07,0.00016
20,4,0.03,2,1.00E-07,4.00E-07,0.00016
20,4,0.03,2,1.00E-07,5.00E-07,0.00016
20,5,0.01,1,1.00E-07,1.00E-07,0.00025
20,5,0.01,1,1.00E-07,2.00E-07,0.00025
20,5,0.01,1,1.00E-07,3.00E-07,0.00025
20,5,0.01,1,1.00E-07,4.00E-07,0.00025
20,5,0.01,1,1.00E-07,5.00E-07,0.00025
20,5,0.01,1.5,1.00E-07,1.00E-07,0.00025
20,5,0.01,1.5,1.00E-07,2.00E-07,0.00025
20,5,0.01,1.5,1.00E-07,3.00E-07,0.00025
20,5,0.01,1.5,1.00E-07,4.00E-07,0.00025
20,5,0.01,1.5,1.00E-07,5.00E-07,0.00025
20,5,0.01,2,1.00E-07,1.00E-07,0.00025
20,5,0.01,2,1.00E-07,2.00E-07,0.00025
20,5,0.01,2,1.00E-07,3.00E-07,0.00025
20,5,0.01,2,1.00E-07,4.00E-07,0.00025
20,5,0.01,2,1.00E-07,5.00E-07,0.00025
20,5,0.02,1,1.00E-07,1.00E-07,0.00025
20,5,0.02,1,1.00E-07,2.00E-07,0.00025
20,5,0.02,1,1.00E-07,3.00E-07,0.00025
20,5,0.02,1,1.00E-07,4.00E-07,0.00025
20,5,0.02,1,1.00E-07,5.00E-07,0.00025
20,5,0.02,1.5,1.00E-07,1.00E-07,0.00025
20,5,0.02,1.5,1.00E-07,2.00E-07,0.00025
20,5,0.02,1.5,1.00E-07,3.00E-07,0.00025
20,5,0.02,1.5,1.00E-07,4.00E-07,0.00025
20,5,0.02,1.5,1.00E-07,5.00E-07,0.00025
20,5,0.02,2,1.00E-07,1.00E-07,0.00025
20,5,0.02,2,1.00E-07,2.00E-07,0.00025
20,5,0.02,2,1.00E-07,3.00E-07,0.00025
20,5,0.02,2,1.00E-07,4.00E-07,0.00025
20,5,0.02,2,1.00E-07,5.00E-07,0.00025
20,5,0.03,1,1.00E-07,1.00E-07,0.00025
20,5,0.03,1,1.00E-07,2.00E-07,0.00025
20,5,0.03,1,1.00E-07,3.00E-07,0.00025
20,5,0.03,1,1.00E-07,4.00E-07,0.00025
20,5,0.03,1,1.00E-07,5.00E-07,0.00025
20,5,0.03,1.5,1.00E-07,1.00E-07,0.00025
20,5,0.03,1.5,1.00E-07,2.00E-07,0.00025
20,5,0.03,1.5,1.00E-07,3.00E-07,0.00025
20,5,0.03,1.5,1.00E-07,4.00E-07,0.00025
20,5,0.03,1.5,1.00E-07,5.00E-07,0.00025
20,5,0.03,2,1.00E-07,1.00E-07,0.00025
20,5,0.03,2,1.00E-07,2.00E-07,0.00025
20,5,0.03,2,1.00E-07,3.00E-07,0.00025
20,5,0.03,2,1.00E-07,4.00E-07,0.00025
20,5,0.03,2,1.00E-07,5.00E-07,0.00025
20,6,0.01,1,1.00E-07,1.00E-07,0.00036
20,6,0.01,1,1.00E-07,2.00E-07,0.00036
20,6,0.01,1,1.00E-07,3.00E-07,0.00036
20,6,0.01,1,1.00E-07,4.00E-07,0.00036
20,6,0.01,1,1.00E-07,5.00E-07,0.00036
20,6,0.01,1.5,1.00E-07,1.00E-07,0.00036
20,6,0.01,1.5,1.00E-07,2.00E-07,0.00036
20,6,0.01,1.5,1.00E-07,3.00E-07,0.00036
20,6,0.01,1.5,1.00E-07,4.00E-07,0.00036
20,6,0.01,1.5,1.00E-07,5.00E-07,0.00036
20,6,0.01,2,1.00E-07,1.00E-07,0.00036
20,6,0.01,2,1.00E-07,2.00E-07,0.00036
20,6,0.01,2,1.00E-07,3.00E-07,0.00036
20,6,0.01,2,1.00E-07,4.00E-07,0.00036
20,6,0.01,2,1.00E-07,5.00E-07,0.00036
20,6,0.02,1,1.00E-07,1.00E-07,0.00036
20,6,0.02,1,1.00E-07,2.00E-07,0.00036
20,6,0.02,1,1.00E-07,3.00E-07,0.00036
20,6,0.02,1,1.00E-07,4.00E-07,0.00036
20,6,0.02,1,1.00E-07,5.00E-07,0.00036
20,6,0.02,1.5,1.00E-07,1.00E-07,0.00036
20,6,0.02,1.5,1.00E-07,2.00E-07,0.00036
20,6,0.02,1.5,1.00E-07,3.00E-07,0.00036
20,6,0.02,1.5,1.00E-07,4.00E-07,0.00036
20,6,0.02,1.5,1.00E-07,5.00E-07,0.00036
20,6,0.02,2,1.00E-07,1.00E-07,0.00036
20,6,0.02,2,1.00E-07,2.00E-07,0.00036
20,6,0.02,2,1.00E-07,3.00E-07,0.00036
20,6,0.02,2,1.00E-07,4.00E-07,0.00036
20,6,0.02,2,1.00E-07,5.00E-07,0.00036
20,6,0.03,1,1.00E-07,1.00E-07,0.00036
20,6,0.03,1,1.00E-07,2.00E-07,0.00036
20,6,0.03,1,1.00E-07,3.00E-07,0.00036
20,6,0.03,1,1.00E-07,4.00E-07,0.00036
20,6,0.03,1,1.00E-07,5.00E-07,0.00036
20,6,0.03,1.5,1.00E-07,1.00E-07,0.00036
20,6,0.03,1.5,1.00E-07,2.00E-07,0.00036
20,6,0.03,1.5,1.00E-07,3.00E-07,0.00036
20,6,0.03,1.5,1.00E-07,4.00E-07,0.00036
20,6,0.03,1.5,1.00E-07,5.00E-07,0.00036
20,6,0.03,2,1.00E-07,1.00E-07,0.00036
20,6,0.03,2,1.00E-07,2.00E-07,0.00036
20,6,0.03,2,1.00E-07,3.00E-07,0.00036
20,6,0.03,2,1.00E-07,4.00E-07,0.00036
20,6,0.03,2,1.00E-07,5.00E-07,0.00036
20,7,0.01,1,1.00E-07,1.00E-07,0.00049
20,7,0.01,1,1.00E-07,2.00E-07,0.00049
20,7,0.01,1,1.00E-07,3.00E-07,0.00049
20,7,0.01,1,1.00E-07,4.00E-07,0.00049
20,7,0.01,1,1.00E-07,5.00E-07,0.00049
20,7,0.01,1.5,1.00E-07,1.00E-07,0.00049
20,7,0.01,1.5,1.00E-07,2.00E-07,0.00049
20,7,0.01,1.5,1.00E-07,3.00E-07,0.00049
20,7,0.01,1.5,1.00E-07,4.00E-07,0.00049
20,7,0.01,1.5,1.00E-07,5.00E-07,0.00049
20,7,0.01,2,1.00E-07,1.00E-07,0.00049
20,7,0.01,2,1.00E-07,2.00E-07,0.00049
20,7,0.01,2,1.00E-07,3.00E-07,0.00049
20,7,0.01,2,1.00E-07,4.00E-07,0.00049
20,7,0.01,2,1.00E-07,5.00E-07,0.00049
20,7,0.02,1,1.00E-07,1.00E-07,0.00049
20,7,0.02,1,1.00E-07,2.00E-07,0.00049
20,7,0.02,1,1.00E-07,3.00E-07,0.00049
20,7,0.02,1,1.00E-07,4.00E-07,0.00049
20,7,0.02,1,1.00E-07,5.00E-07,0.00049
20,7,0.02,1.5,1.00E-07,1.00E-07,0.00049
20,7,0.02,1.5,1.00E-07,2.00E-07,0.00049
20,7,0.02,1.5,1.00E-07,3.00E-07,0.00049
20,7,0.02,1.5,1.00E-07,4.00E-07,0.00049
20,7,0.02,1.5,1.00E-07,5.00E-07,0.00049
20,7,0.02,2,1.00E-07,1.00E-07,0.00049
20,7,0.02,2,1.00E-07,2.00E-07,0.00049
20,7,0.02,2,1.00E-07,3.00E-07,0.00049
20,7,0.02,2,1.00E-07,4.00E-07,0.00049
20,7,0.02,2,1.00E-07,5.00E-07,0.00049
20,7,0.03,1,1.00E-07,1.00E-07,0.00049
20,7,0.03,1,1.00E-07,2.00E-07,0.00049
20,7,0.03,1,1.00E-07,3.00E-07,0.00049
20,7,0.03,1,1.00E-07,4.00E-07,0.00049
20,7,0.03,1,1.00E-07,5.00E-07,0.00049
20,7,0.03,1.5,1.00E-07,1.00E-07,0.00049
20,7,0.03,1.5,1.00E-07,2.00E-07,0.00049
20,7,0.03,1.5,1.00E-07,3.00E-07,0.00049
20,7,0.03,1.5,1.00E-07,4.00E-07,0.00049
20,7,0.03,1.5,1.00E-07,5.00E-07,0.00049
20,7,0.03,2,1.00E-07,1.00E-07,0.00049
20,7,0.03,2,1.00E-07,2.00E-07,0.00049
20,7,0.03,2,1.00E-07,3.00E-07,0.00049
20,7,0.03,2,1.00E-07,4.00E-07,0.00049
20,7,0.03,2,1.00E-07,5.00E-07,0.00049
20,8,0.01,1,1.00E-07,1.00E-07,0.00064
20,8,0.01,1,1.00E-07,2.00E-07,0.00064
20,8,0.01,1,1.00E-07,3.00E-07,0.00064
20,8,0.01,1,1.00E-07,4.00E-07,0.00064
20,8,0.01,1,1.00E-07,5.00E-07,0.00064
20,8,0.01,1.5,1.00E-07,1.00E-07,0.00064
20,8,0.01,1.5,1.00E-07,2.00E-07,0.00064
